Step,Run ID,Situation,Left Side Had,Left Side Roles,Right Side Had,Right Side Roles,RL Action,Action Side,People in Ambulance,Time Left (min),Left Inspected,Right Inspected
11,13,SQUISHED zombie|corpse on LEFT side,zombie|corpse,Child|Child,zombie,Civilian,squish,left,8,515,N,N
12,13,SAVED injured on RIGHT side,healthy,Child,injured,Child,save,right,9,485,N,N
13,13,SAVED healthy|zombie on LEFT side,healthy|zombie,Militant|Child,healthy,Civilian,save,left,9,485,N,N
14,13,SQUISHED corpse on LEFT side,corpse,Police,healthy,Police,squish,left,9,480,N,N
15,13,SQUISHED zombie on LEFT side,zombie,Child,zombie,Civilian,squish,left,9,475,N,N
16,13,"SCRAM - Left: healthy, Right: zombie",healthy,Civilian,zombie,Child,scram,both,9,475,N,N
17,13,"SCRAM - Left: healthy, Right: zombie",healthy,Civilian,zombie,Child,scram,both,0,355,N,N
18,13,SQUISHED corpse on LEFT side,corpse,Civilian,healthy,Civilian,squish,left,0,350,N,N
19,13,SQUISHED corpse on LEFT side,corpse,Civilian,healthy,Doctor,squish,left,0,345,N,N
20,13,SQUISHED zombie|healthy on LEFT side,zombie|healthy,Police|Doctor,healthy,Child,squish,left,0,340,N,N
21,13,SQUISHED corpse on RIGHT side,healthy,Civilian,corpse,Doctor,squish,right,0,335,N,N
1,14,SQUISHED zombie on LEFT side,zombie,Child,healthy,Civilian,squish,left,0,715,N,N
2,14,SQUISHED corpse on RIGHT side,zombie,Civilian,corpse,Child,squish,right,0,710,N,N
3,14,SAVED healthy on LEFT side,healthy,Civilian,zombie,Civilian,save,left,1,680,N,N
4,14,SAVED healthy on LEFT side,healthy,Child,healthy,Civilian,save,left,2,650,N,N
5,14,SQUISHED zombie|healthy on LEFT side,zombie|healthy,Civilian|Civilian,zombie|healthy,Police|Civilian,squish,left,2,645,N,N
6,14,SAVED healthy|healthy on LEFT side,healthy|healthy,Civilian|Civilian,healthy|healthy,Child|Civilian,save,left,4,615,N,N
7,14,SQUISHED zombie on LEFT side,zombie,Civilian,injured,Doctor,squish,left,4,610,N,N
8,14,SQUISHED zombie on LEFT side,zombie,Civilian,,,squish,left,4,605,N,N
9,14,SAVED healthy|healthy on LEFT side,healthy|healthy,Child|Doctor,healthy,Civilian,save,left,5,575,N,N
10,14,SQUISHED zombie|corpse on LEFT side,zombie|corpse,Doctor|Militant,zombie,Doctor,squish,left,5,570,N,N
11,14,SQUISHED corpse on RIGHT side,healthy,Doctor,corpse,Civilian,squish,right,5,565,N,N
12,14,SQUISHED zombie|healthy on LEFT side,zombie|healthy,Civilian|Doctor,healthy,Child,squish,left,5,560,N,N
13,14,SQUISHED corpse on RIGHT side,healthy,Civilian,corpse,Doctor,squish,right,5,555,N,N
14,14,SAVED corpse on RIGHT side,healthy|healthy,Militant|Civilian,corpse,Doctor,save,right,7,525,N,N
15,14,SQUISHED corpse on LEFT side,corpse,Doctor,zombie,Militant,squish,left,7,520,N,N
16,14,SQUISHED zombie|injured on LEFT side,zombie|injured,Civilian|Civilian,healthy,Child,squish,left,7,515,N,N
17,14,SQUISHED corpse on RIGHT side,injured|corpse,Doctor|Child,corpse,Child,squish,right,7,510,N,N
18,14,SQUISHED zombie on LEFT side,zombie,Child,corpse,Police,squish,left,7,505,N,N
19,14,SAVED healthy on LEFT side,healthy,Civilian,healthy,Doctor,save,left,8,475,N,N
20,14,SQUISHED corpse|zombie on LEFT side,corpse|zombie,Militant|Civilian,corpse,Child,squish,left,8,470,N,N
1,15,SQUISHED corpse on LEFT side,corpse,Doctor,,,squish,left,0,715,N,N
2,15,SAVED healthy on LEFT side,healthy,Civilian,,,save,left,0,685,N,N
3,15,SQUISHED corpse|healthy on LEFT side,corpse|healthy,Civilian|Militant,healthy,Militant,squish,left,0,680,N,N
4,15,"SKIP_BOTH - Left: healthy, Right: healthy",healthy,Child,healthy,Civilian,skip_both,both,0,680,N,N
5,15,"SKIP_BOTH - Left: healthy, Right: healthy",healthy,Child,healthy,Civilian,skip_both,both,0,665,N,N
6,15,SQUISHED zombie on LEFT side,zombie,Child,,,squish,left,0,660,N,N
7,15,SQUISHED corpse on LEFT side,corpse,Doctor,healthy,Doctor,squish,left,0,655,N,N
8,15,SAVED injured|healthy on LEFT side,injured|healthy,Doctor|Doctor,healthy,Civilian,save,left,1,625,N,N
9,15,SAVED healthy on LEFT side,healthy,Civilian,zombie,Civilian,save,left,2,595,N,N
10,15,SQUISHED zombie|corpse on LEFT side,zombie|corpse,Doctor|Militant,healthy,Civilian,squish,left,2,590,N,N
11,15,SQUISHED corpse on LEFT side,corpse,Civilian,zombie,Police,squish,left,2,585,N,N
12,15,SQUISHED corpse on RIGHT side,healthy,Child,corpse,Police,squish,right,2,580,N,N
13,15,SQUISHED zombie|corpse on LEFT side,zombie|corpse,Child|Doctor,healthy,Civilian,squish,left,2,575,N,N
14,15,SQUISHED corpse on RIGHT side,healthy,Civilian,corpse,Child,squish,right,2,570,N,N
15,15,SQUISHED corpse on RIGHT side,healthy,Child,corpse,Police,squish,right,2,565,N,N
16,15,SQUISHED zombie on LEFT side,zombie,Civilian,zombie,Doctor,squish,left,2,560,N,N
17,15,SQUISHED zombie|healthy on LEFT side,zombie|healthy,Child|Civilian,healthy,Child,squish,left,2,555,N,N
18,15,SAVED healthy|healthy on LEFT side,healthy|healthy,Civilian|Doctor,healthy,Child,save,left,3,525,N,N
19,15,SAVED healthy on LEFT side,healthy,Civilian,zombie,Militant,save,left,4,495,N,N
20,15,SAVED healthy on LEFT side,healthy,Civilian,healthy,Doctor,save,left,5,465,N,N
21,15,SQUISHED corpse on RIGHT side,corpse,Civilian,corpse,Child,squish,right,5,460,N,N
1,16,SAVED healthy on LEFT side,healthy,Doctor,healthy,Militant,save,left,1,690,N,N
2,16,SQUISHED corpse on LEFT side,corpse,Civilian,healthy,Civilian,squish,left,1,685,N,N
3,16,SQUISHED injured on LEFT side,injured,Civilian,injured,Doctor,squish,left,1,680,N,N
4,16,SQUISHED corpse on LEFT side,corpse,Civilian,zombie,Civilian,squish,left,1,675,N,N
5,16,SAVED healthy on LEFT side,healthy,Police,,,save,left,1,645,N,N
6,16,SAVED healthy on LEFT side,healthy,Child,injured,Doctor,save,left,2,615,N,N
7,16,SAVED injured on LEFT side,injured,Civilian,healthy,Child,save,left,3,585,N,N
8,16,SQUISHED corpse on RIGHT side,corpse,Doctor,corpse,Police,squish,right,3,580,N,N
9,16,SQUISHED corpse on RIGHT side,corpse,Civilian,corpse,Doctor,squish,right,3,575,N,N
10,16,SAVED injured on LEFT side,injured,Doctor,healthy,Child,save,left,4,545,N,N
11,16,SAVED healthy on LEFT side,healthy,Militant,healthy,Civilian,save,left,5,515,N,N
12,16,SAVED healthy on LEFT side,healthy,Militant,,,save,left,5,485,N,N
13,16,SAVED healthy on LEFT side,healthy,Civilian,zombie,Doctor,save,left,6,455,N,N
14,16,SAVED healthy on LEFT side,healthy,Police,,,save,left,7,425,N,N
15,16,SQUISHED zombie|zombie on LEFT side,zombie|zombie,Civilian|Civilian,healthy,Civilian,squish,left,7,420,N,N
16,16,SQUISHED corpse on RIGHT side,healthy,Child,corpse,Police,squish,right,7,415,N,N
17,16,SQUISHED zombie|healthy on LEFT side,zombie|healthy,Doctor|Child,corpse,Doctor,squish,left,7,410,N,N
18,16,SAVED healthy|zombie on LEFT side,healthy|zombie,Civilian|Civilian,corpse,Child,save,left,8,380,N,N
19,16,SAVED healthy|healthy on LEFT side,healthy|healthy,Child|Doctor,healthy,Civilian,save,left,10,350,N,N
1,17,SAVED healthy on LEFT side,healthy,Civilian,healthy,Civilian,save,left,1,690,N,N
2,17,SQUISHED corpse on LEFT side,corpse,Civilian,zombie,Child,squish,left,1,685,N,N
3,17,SQUISHED zombie on LEFT side,zombie,Child,healthy,Child,squish,left,1,680,N,N
4,17,SQUISHED corpse on RIGHT side,corpse|corpse,Child|Police,corpse,Civilian,squish,right,1,675,N,N
5,17,SQUISHED corpse on LEFT side,corpse,Civilian,healthy,Doctor,squish,left,1,670,N,N
6,17,SAVED healthy|zombie on LEFT side,healthy|zombie,Civilian|Civilian,healthy,Civilian,save,left,2,640,N,N
7,17,SQUISHED zombie|injured on LEFT side,zombie|injured,Child|Civilian,healthy,Police,squish,left,2,635,N,N
8,17,SQUISHED zombie|corpse on LEFT side,zombie|corpse,Doctor|Militant,healthy,Civilian,squish,left,2,630,N,N
9,17,SAVED healthy|healthy on LEFT side,healthy|healthy,Child|Child,healthy,Civilian,save,left,3,600,N,N
10,17,SQUISHED corpse on RIGHT side,corpse,Child,corpse,Doctor,squish,right,3,595,N,N
11,17,SQUISHED corpse on LEFT side,corpse,Civilian,injured,Doctor,squish,left,3,590,N,N
12,17,SQUISHED zombie|zombie on LEFT side,zombie|zombie,Police|Police,zombie,Police,squish,left,3,585,N,N
13,17,SAVED healthy|corpse on LEFT side,healthy|corpse,Civilian|Civilian,zombie|healthy,Militant|Militant,save,left,5,555,N,N
14,17,SQUISHED zombie on LEFT side,zombie,Child,corpse,Child,squish,left,5,550,N,N
15,17,SAVED healthy|zombie on LEFT side,healthy|zombie,Civilian|Police,healthy,Civilian,save,left,6,520,N,N
16,17,SAVED healthy on LEFT side,healthy,Child,injured,Doctor,save,left,7,490,N,N
17,17,SAVED healthy on LEFT side,healthy,Civilian,zombie,Doctor,save,left,8,460,N,N
18,17,SAVED injured on RIGHT side,healthy,Police,injured,Doctor,save,right,9,430,N,N
19,17,SQUISHED corpse on LEFT side,corpse,Civilian,,,squish,left,9,425,N,N
20,17,"SCRAM - Left: healthy|zombie, Right: healthy",healthy|zombie,Civilian|Civilian,healthy,Civilian,scram,both,9,425,N,N
21,17,"SCRAM - Left: healthy|zombie, Right: healthy",healthy|zombie,Civilian|Civilian,healthy,Civilian,scram,both,0,305,N,N
1,18,SQUISHED corpse on LEFT side,corpse,Doctor,injured,Child,squish,left,0,715,N,N
2,18,SQUISHED zombie|healthy on LEFT side,zombie|healthy,Child|Civilian,healthy,Child,squish,left,0,710,N,N
3,18,SQUISHED corpse|zombie on LEFT side,corpse|zombie,Civilian|Police,healthy,Civilian,squish,left,0,705,N,N
4,18,SQUISHED zombie|corpse on LEFT side,zombie|corpse,Doctor|Militant,corpse|zombie,Doctor|Civilian,squish,left,0,700,N,N
5,18,SQUISHED zombie on LEFT side,zombie,Doctor,healthy,Doctor,squish,left,0,695,N,N
6,18,SAVED healthy|zombie on LEFT side,healthy|zombie,Civilian|Civilian,corpse,Child,save,left,1,665,N,N
7,18,SAVED healthy on LEFT side,healthy,Militant,zombie,Militant,save,left,2,635,N,N
8,18,SQUISHED corpse on RIGHT side,healthy|healthy,Civilian|Civilian,corpse,Police,squish,right,2,630,N,N
9,18,SAVED healthy on LEFT side,healthy,Civilian,corpse,Child,save,left,2,600,N,N
10,18,SQUISHED corpse on RIGHT side,zombie|corpse,Doctor|Police,corpse,Civilian,squish,right,2,595,N,N
11,18,SAVED healthy on LEFT side,healthy,Civilian,healthy,Doctor,save,left,3,565,N,N
12,18,SQUISHED zombie on LEFT side,zombie,Civilian,injured,Doctor,squish,left,3,560,N,N
13,18,SAVED healthy on LEFT side,healthy,Civilian,zombie,Civilian,save,left,4,530,N,N
14,18,SQUISHED corpse|injured on LEFT side,corpse|injured,Civilian|Child,healthy,Civilian,squish,left,4,525,N,N
15,18,SAVED healthy on LEFT side,healthy,Civilian,healthy,Police,save,left,5,495,N,N
16,18,SAVED healthy on LEFT side,healthy,Child,injured,Doctor,save,left,6,465,N,N
17,18,SAVED healthy|healthy on LEFT side,healthy|healthy,Child|Doctor,zombie,Doctor,save,left,8,435,N,N
18,18,SQUISHED healthy on LEFT side,healthy,Child,injured,Civilian,squish,left,8,430,N,N
19,18,SQUISHED zombie|injured on LEFT side,zombie|injured,Child|Civilian,corpse,Doctor,squish,left,8,425,N,N
20,18,SAVED healthy on LEFT side,healthy,Child,zombie,Child,save,left,9,395,N,N
1,19,SQUISHED zombie|healthy on LEFT side,zombie|healthy,Civilian|Civilian,healthy,Police,squish,left,0,715,N,N
2,19,SAVED corpse on RIGHT side,healthy|healthy,Civilian|Civilian,corpse,Child,save,right,2,685,N,N
3,19,SAVED healthy|healthy on LEFT side,healthy|healthy,Civilian|Civilian,healthy,Police,save,left,4,655,N,N
4,19,SQUISHED corpse on LEFT side,corpse,Police,injured,Civilian,squish,left,4,650,N,N
5,19,SQUISHED zombie|healthy on LEFT side,zombie|healthy,Civilian|Doctor,healthy,Civilian,squish,left,4,645,N,N
6,19,SAVED healthy|healthy on LEFT side,healthy|healthy,Civilian|Child,healthy,Militant,save,left,6,615,N,N
7,19,SAVED healthy on LEFT side,healthy,Militant,healthy,Police,save,left,7,585,N,N
8,19,SAVED healthy on LEFT side,healthy,Child,healthy,Civilian,save,left,8,555,N,N
9,19,SAVED healthy on LEFT side,healthy,Civilian,healthy,Civilian,save,left,10,525,N,N
10,19,SQUISHED corpse on LEFT side,corpse,Civilian,injured,Child,squish,left,10,520,N,N
11,19,SQUISHED zombie|injured on LEFT side,zombie|injured,Child|Civilian,healthy,Doctor,squish,left,10,515,N,N
12,19,SQUISHED zombie on RIGHT side,healthy|corpse,Child|Child,zombie,Civilian,squish,right,10,510,N,N
13,19,SQUISHED corpse on RIGHT side,injured,Civilian,corpse,Doctor,squish,right,10,505,N,N
14,19,SQUISHED zombie on LEFT side,zombie,Doctor,healthy,Civilian,squish,left,10,500,N,N
15,19,SQUISHED corpse on LEFT side,corpse,Child,,,squish,left,10,495,N,N
16,19,"SCRAM - Left: healthy, Right: zombie",healthy,Civilian,zombie,Civilian,scram,both,10,495,N,N
17,19,"SCRAM - Left: healthy, Right: zombie",healthy,Civilian,zombie,Civilian,scram,both,0,375,N,N
18,19,SQUISHED corpse on RIGHT side,corpse,Doctor,corpse,Police,squish,right,0,370,N,N
19,19,SAVED injured on LEFT side,injured,Doctor,healthy,Civilian,save,left,1,340,N,N
20,19,SQUISHED zombie on LEFT side,zombie,Police,zombie,Police,squish,left,1,335,N,N
1,20,SAVED healthy on LEFT side,healthy,Doctor,zombie,Police,save,left,1,690,N,N
2,20,SQUISHED zombie on LEFT side,zombie,Child,healthy,Militant,squish,left,1,685,N,N
3,20,SQUISHED zombie on LEFT side,zombie,Doctor,corpse,Police,squish,left,1,680,N,N
4,20,SQUISHED zombie on LEFT side,zombie,Doctor,zombie,Child,squish,left,1,675,N,N
5,20,SQUISHED corpse on RIGHT side,corpse,Civilian,corpse,Child,squish,right,1,670,N,N
6,20,SQUISHED corpse|healthy on LEFT side,corpse|healthy,Child|Child,healthy,Civilian,squish,left,1,665,N,N
7,20,SQUISHED corpse on RIGHT side,healthy,Police,corpse,Doctor,squish,right,1,660,N,N
8,20,"SCRAM - Left: injured|zombie, Right: healthy",injured|zombie,Civilian|Civilian,healthy,Civilian,scram,both,1,660,N,N
9,20,"SCRAM - Left: injured|zombie, Right: healthy",injured|zombie,Civilian|Civilian,healthy,Civilian,scram,both,0,540,N,N
10,20,SQUISHED zombie on LEFT side,zombie,Doctor,healthy,Child,squish,left,0,535,N,N
11,20,SQUISHED zombie|healthy on LEFT side,zombie|healthy,Child|Civilian,zombie,Child,squish,left,0,530,N,N
12,20,SAVED healthy on LEFT side,healthy,Civilian,healthy,Child,save,left,1,500,N,N
13,20,SAVED healthy|zombie on LEFT side,healthy|zombie,Civilian|Civilian,healthy,Civilian,save,left,2,470,N,N
14,20,SAVED healthy on LEFT side,healthy,Militant,zombie,Civilian,save,left,3,440,N,N
15,20,SQUISHED zombie|healthy on LEFT side,zombie|healthy,Child|Civilian,corpse,Child,squish,left,3,435,N,N
16,20,SQUISHED zombie|zombie on LEFT side,zombie|zombie,Child|Doctor,zombie|healthy,Police|Civilian,squish,left,3,430,N,N
17,20,SQUISHED zombie on RIGHT side,healthy|corpse,Civilian|Doctor,zombie,Civilian,squish,right,3,425,N,N
18,20,SAVED healthy on LEFT side,healthy,Doctor,zombie,Civilian,save,left,4,395,N,N
19,20,SAVED healthy on RIGHT side,injured,Civilian,healthy,Police,save,right,5,365,N,N
20,20,SAVED healthy on LEFT side,healthy,Civilian,healthy,Civilian,save,left,6,335,N,N
21,20,SAVED healthy|healthy on LEFT side,healthy|healthy,Doctor|Civilian,healthy|healthy,Doctor|Child,save,left,8,305,N,N
1,21,SQUISHED zombie|corpse on LEFT side,zombie|corpse,Doctor|Militant,zombie,Doctor,squish,left,0,715,N,N
2,21,SAVED healthy|healthy on LEFT side,healthy|healthy,Doctor|Civilian,healthy,Police,save,left,2,685,N,N
3,21,SAVED healthy|healthy on LEFT side,healthy|healthy,Civilian|Civilian,healthy,Civilian,save,left,4,655,N,N
4,21,SQUISHED corpse on LEFT side,corpse,Civilian,healthy,Doctor,squish,left,4,650,N,N
5,21,SAVED healthy|zombie on LEFT side,healthy|zombie,Militant|Child,zombie,Child,save,left,6,620,N,N
6,21,SQUISHED corpse|healthy on LEFT side,corpse|healthy,Civilian|Militant,zombie,Child,squish,left,6,615,N,N
7,21,SQUISHED zombie on LEFT side,zombie,Child,corpse,Doctor,squish,left,6,610,N,N
8,21,SQUISHED zombie|zombie on LEFT side,zombie|zombie,Child|Doctor,zombie,Civilian,squish,left,6,605,N,N
9,21,SQUISHED zombie|corpse on LEFT side,zombie|corpse,Doctor|Police,corpse,Civilian,squish,left,6,600,N,N
10,21,SAVED healthy on LEFT side,healthy,Civilian,,,save,left,7,570,N,N
11,21,SQUISHED zombie on LEFT side,zombie,Child,corpse,Police,squish,left,7,565,N,N
12,21,SQUISHED corpse on RIGHT side,corpse,Doctor,corpse,Child,squish,right,7,560,N,N
13,21,SAVED healthy|healthy on LEFT side,healthy|healthy,Doctor|Civilian,corpse,Child,save,left,8,530,N,N
14,21,SAVED healthy on LEFT side,healthy,Child,healthy,Doctor,save,left,9,500,N,N
15,21,"SCRAM - Left: healthy, Right: zombie",healthy,Civilian,zombie,Child,scram,both,9,500,N,N
16,21,"SCRAM - Left: healthy, Right: zombie",healthy,Civilian,zombie,Child,scram,both,0,380,N,N
17,21,SQUISHED corpse on LEFT side,corpse,Child,healthy,Civilian,squish,left,0,375,N,N
18,21,SAVED healthy on LEFT side,healthy,Civilian,healthy,Police,save,left,1,345,N,N
19,21,SAVED healthy on LEFT side,healthy,Civilian,zombie,Child,save,left,2,315,N,N
20,21,SAVED healthy on LEFT side,healthy,Civilian,healthy,Police,save,left,3,285,N,N
21,21,SQUISHED corpse|zombie on LEFT side,corpse|zombie,Child|Civilian,healthy|corpse,Civilian|Doctor,squish,left,3,280,N,N
1,22,SQUISHED corpse|healthy on LEFT side,corpse|healthy,Civilian|Militant,zombie,Child,squish,left,0,715,N,N
2,22,SQUISHED corpse on RIGHT side,corpse,Militant,corpse,Doctor,squish,right,0,710,N,N
3,22,SQUISHED zombie on LEFT side,zombie,Doctor,zombie,Doctor,squish,left,0,705,N,N
4,22,SQUISHED corpse|injured on LEFT side,corpse|injured,Militant|Civilian,injured|zombie,Child|Child,squish,left,0,700,N,N
5,22,SAVED injured on LEFT side,injured,Doctor,healthy,Civilian,save,left,1,670,N,N
6,22,SQUISHED corpse on LEFT side,corpse,Doctor,,,squish,left,1,665,N,N
7,22,SQUISHED zombie on LEFT side,zombie,Doctor,injured,Civilian,squish,left,1,660,N,N
8,22,SAVED healthy|healthy on LEFT side,healthy|healthy,Police|Civilian,corpse,Child,save,left,2,630,N,N
9,22,SQUISHED corpse on RIGHT side,corpse,Civilian,corpse,Police,squish,right,2,625,N,N
10,22,SAVED healthy on LEFT side,healthy,Civilian,zombie,Civilian,save,left,3,595,N,N
11,22,SQUISHED corpse|zombie on LEFT side,corpse|zombie,Civilian|Militant,healthy,Militant,squish,left,3,590,N,N
12,22,SAVED healthy|healthy on LEFT side,healthy|healthy,Police|Child,healthy,Civilian,save,left,5,560,N,N
13,22,SQUISHED corpse on RIGHT side,healthy|corpse,Police|Child,corpse,Child,squish,right,5,555,N,N
14,22,SAVED healthy|zombie on LEFT side,healthy|zombie,Child|Civilian,healthy,Civilian,save,left,6,525,N,N
15,22,SAVED healthy|corpse on LEFT side,healthy|corpse,Civilian|Civilian,healthy,Doctor,save,left,8,495,N,N
16,22,SQUISHED zombie|healthy on LEFT side,zombie|healthy,Police|Doctor,healthy,Civilian,squish,left,8,490,N,N
17,22,SQUISHED corpse on LEFT side,corpse,Civilian,healthy,Police,squish,left,8,485,N,N
18,22,"SCRAM - Left: healthy, Right: healthy",healthy,Civilian,healthy,Child,scram,both,8,485,N,N
19,22,"SCRAM - Left: healthy, Right: healthy",healthy,Civilian,healthy,Child,scram,both,0,365,N,N
20,22,SQUISHED zombie on RIGHT side,healthy|corpse,Doctor|Doctor,zombie,Civilian,squish,right,0,360,N,N
21,22,SAVED healthy|healthy on LEFT side,healthy|healthy,Child|Doctor,zombie,Child,save,left,2,330,N,N
1,23,SQUISHED corpse on RIGHT side,zombie,Police,corpse,Police,squish,right,0,715,N,N
2,23,SQUISHED corpse on RIGHT side,healthy|zombie,Civilian|Doctor,corpse,Doctor,squish,right,0,710,N,N
3,23,SAVED healthy on LEFT side,healthy,Doctor,healthy,Militant,save,left,1,680,N,N
4,23,SAVED healthy on LEFT side,healthy,Civilian,healthy,Police,save,left,2,650,N,N
5,23,SQUISHED injured on RIGHT side,corpse,Civilian,injured,Doctor,squish,right,2,645,N,N
6,23,SAVED injured|healthy on LEFT side,injured|healthy,Civilian|Child,healthy,Civilian,save,left,3,615,N,N
7,23,SAVED healthy on LEFT side,healthy,Child,,,save,left,4,585,N,N
8,23,SQUISHED corpse|zombie on RIGHT side,healthy|zombie,Militant|Child,corpse|zombie,Doctor|Civilian,squish,right,4,580,N,N
9,23,SQUISHED corpse on RIGHT side,healthy,Child,corpse,Child,squish,right,4,575,N,N
10,23,SAVED healthy on LEFT side,healthy,Civilian,zombie,Child,save,left,5,545,N,N
11,23,"SCRAM - Left: healthy, Right: zombie",healthy,Civilian,zombie,Child,scram,both,5,545,N,N
12,23,"SCRAM - Left: healthy, Right: zombie",healthy,Civilian,zombie,Child,scram,both,0,425,N,N
13,23,SAVED healthy on LEFT side,healthy,Child,healthy,Civilian,save,left,1,395,N,N
14,23,SQUISHED corpse|injured on LEFT side,corpse|injured,Civilian|Child,healthy|corpse,Child|Child,squish,left,1,390,N,N
15,23,SQUISHED corpse|zombie on LEFT side,corpse|zombie,Child|Civilian,corpse,Child,squish,left,1,385,N,N
16,23,SAVED healthy on LEFT side,healthy,Child,zombie,Civilian,save,left,2,355,N,N
17,23,SAVED healthy|healthy on LEFT side,healthy|healthy,Civilian|Doctor,zombie,Child,save,left,3,325,N,N
18,23,SQUISHED zombie on LEFT side,zombie,Civilian,zombie,Civilian,squish,left,3,320,N,N
19,23,SQUISHED injured on RIGHT side,healthy,Child,injured,Civilian,squish,right,3,315,N,N
20,23,SQUISHED corpse on RIGHT side,healthy|healthy,Child|Doctor,corpse,Civilian,squish,right,3,310,N,N
21,23,SAVED healthy|injured on LEFT side,healthy|injured,Civilian|Child,zombie,Child,save,left,4,280,N,N
1,24,SQUISHED zombie on RIGHT side,corpse|corpse,Child|Police,zombie,Civilian,squish,right,0,715,N,N
2,24,SQUISHED zombie on LEFT side,zombie,Child,corpse,Doctor,squish,left,0,710,N,N
3,24,SAVED healthy on LEFT side,healthy,Police,healthy,Police,save,left,1,680,N,N
4,24,SQUISHED zombie|zombie on LEFT side,zombie|zombie,Police|Child,corpse,Child,squish,left,1,675,N,N
5,24,SQUISHED zombie on LEFT side,zombie,Civilian,zombie,Civilian,squish,left,1,670,N,N
6,24,SQUISHED zombie|healthy on LEFT side,zombie|healthy,Doctor|Child,zombie|healthy,Militant|Militant,squish,left,1,665,N,N
7,24,SQUISHED zombie on LEFT side,zombie,Child,injured,Doctor,squish,left,1,660,N,N
8,24,SAVED healthy|healthy on LEFT side,healthy|healthy,Civilian|Civilian,healthy|healthy,Civilian|Child,save,left,3,630,N,N
9,24,SQUISHED corpse|injured on LEFT side,corpse|injured,Civilian|Child,healthy,Civilian,squish,left,3,625,N,N
10,24,SQUISHED corpse on RIGHT side,healthy|healthy,Child|Doctor,corpse,Doctor,squish,right,3,620,N,N
11,24,SQUISHED zombie|healthy on LEFT side,zombie|healthy,Child|Child,healthy,Civilian,squish,left,3,615,N,N
12,24,SAVED healthy on LEFT side,healthy,Civilian,zombie,Doctor,save,left,4,585,N,N
13,24,SAVED healthy|healthy on LEFT side,healthy|healthy,Doctor|Civilian,healthy|healthy,Doctor|Child,save,left,6,555,N,N
14,24,SAVED healthy|healthy on LEFT side,healthy|healthy,Civilian|Child,healthy,Civilian,save,left,8,525,N,N
15,24,SQUISHED corpse on RIGHT side,healthy,Militant,corpse,Doctor,squish,right,8,520,N,N
16,24,SQUISHED corpse|zombie on LEFT side,corpse|zombie,Police|Civilian,healthy,Civilian,squish,left,8,515,N,N
17,24,SQUISHED zombie|corpse on LEFT side,zombie|corpse,Civilian|Doctor,healthy,Civilian,squish,left,8,510,N,N
18,24,SAVED healthy on LEFT side,healthy,Doctor,healthy,Militant,save,left,9,480,N,N
19,24,SQUISHED corpse on RIGHT side,healthy,Militant,corpse,Doctor,squish,right,9,475,N,N
20,24,SQUISHED zombie on RIGHT side,injured|corpse,Doctor|Child,zombie,Civilian,squish,right,9,470,N,N
1,25,SQUISHED zombie|healthy on LEFT side,zombie|healthy,Doctor|Child,corpse,Doctor,squish,left,0,715,N,N
2,25,SAVED healthy|healthy on LEFT side,healthy|healthy,Civilian|Civilian,healthy,Child,save,left,2,685,N,N
3,25,SAVED healthy on LEFT side,healthy,Civilian,healthy,Militant,save,left,3,655,N,N
4,25,SQUISHED corpse on LEFT side,corpse,Doctor,zombie,Civilian,squish,left,3,650,N,N
5,25,SQUISHED zombie|healthy on LEFT side,zombie|healthy,Civilian|Civilian,injured,Doctor,squish,left,3,645,N,N
6,25,SQUISHED zombie on LEFT side,zombie,Police,injured,Civilian,squish,left,3,640,N,N
7,25,SQUISHED corpse on RIGHT side,healthy,Child,corpse,Doctor,squish,right,3,635,N,N
8,25,SQUISHED zombie|corpse on LEFT side,zombie|corpse,Doctor|Doctor,zombie,Civilian,squish,left,3,630,N,N
9,25,SAVED healthy|healthy on LEFT side,healthy|healthy,Child|Doctor,healthy,Doctor,save,left,5,600,N,N
10,25,"SCRAM - Left: healthy|healthy, Right: zombie",healthy|healthy,Police|Child,zombie,Civilian,scram,both,5,600,N,N
11,25,"SCRAM - Left: healthy|healthy, Right: zombie",healthy|healthy,Police|Child,zombie,Civilian,scram,both,0,480,N,N
12,25,SAVED healthy on LEFT side,healthy,Civilian,zombie,Civilian,save,left,1,450,N,N
13,25,SQUISHED corpse|healthy on LEFT side,corpse|healthy,Civilian|Civilian,corpse,Child,squish,left,1,445,N,N
14,25,SQUISHED zombie|healthy on LEFT side,zombie|healthy,Child|Civilian,injured,Doctor,squish,left,1,440,N,N
15,25,SAVED healthy|healthy on LEFT side,healthy|healthy,Militant|Doctor,zombie,Child,save,left,2,410,N,N
16,25,SAVED healthy on LEFT side,healthy,Civilian,zombie,Child,save,left,3,380,N,N
17,25,SQUISHED corpse on RIGHT side,injured,Civilian,corpse,Child,squish,right,3,375,N,N
18,25,SQUISHED corpse on RIGHT side,healthy,Militant,corpse,Child,squish,right,3,370,N,N
19,25,SAVED healthy on LEFT side,healthy,Civilian,healthy,Civilian,save,left,4,340,N,N
20,25,SQUISHED injured|healthy on LEFT side,injured|healthy,Civilian|Doctor,healthy,Civilian,squish,left,4,335,N,N
21,25,SAVED healthy|healthy on LEFT side,healthy|healthy,Child|Police,zombie,Militant,save,left,6,305,N,N
1,26,SQUISHED healthy on RIGHT side,corpse|corpse,Civilian|Doctor,healthy,Civilian,squish,right,0,715,N,N
